country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Philippines,2003,female,5-14 years,14,9802426,0.14,Philippines2003,,"83,908,206,648",1169,Millenials
Philippines,2006,male,75+ years,33,355935,9.27,Philippines2006,,"122,210,716,310",1599,Silent
Philippines,2006,male,25-34 years,369,6698883,5.51,Philippines2006,,"122,210,716,310",1599,Generation X
Philippines,2006,male,55-74 years,162,2986225,5.42,Philippines2006,,"122,210,716,310",1599,Silent
Philippines,2006,male,15-24 years,400,8792762,4.55,Philippines2006,,"122,210,716,310",1599,Millenials
Philippines,2006,male,35-54 years,387,8891788,4.35,Philippines2006,,"122,210,716,310",1599,Boomers
Philippines,2006,female,15-24 years,146,8479381,1.72,Philippines2006,,"122,210,716,310",1599,Millenials
Philippines,2006,female,75+ years,10,581896,1.72,Philippines2006,,"122,210,716,310",1599,Silent
Philippines,2006,female,25-34 years,91,6566402,1.39,Philippines2006,,"122,210,716,310",1599,Generation X
Philippines,2006,female,55-74 years,39,3408683,1.14,Philippines2006,,"122,210,716,310",1599,Silent
Philippines,2006,female,35-54 years,88,8949537,0.98,Philippines2006,,"122,210,716,310",1599,Boomers
Philippines,2006,male,5-14 years,35,10602914,0.33,Philippines2006,,"122,210,716,310",1599,Millenials
Philippines,2006,female,5-14 years,28,10121349,0.28,Philippines2006,,"122,210,716,310",1599,Millenials
Philippines,2007,male,75+ years,19,381376,4.98,Philippines2007,,"149,359,918,060",1915,Silent
Philippines,2007,male,15-24 years,430,8891042,4.84,Philippines2007,,"149,359,918,060",1915,Millenials
Philippines,2007,male,25-34 years,304,6859752,4.43,Philippines2007,,"149,359,918,060",1915,Generation X
Philippines,2007,male,35-54 years,387,9192285,4.21,Philippines2007,,"149,359,918,060",1915,Boomers
Philippines,2007,male,55-74 years,131,3162355,4.14,Philippines2007,,"149,359,918,060",1915,Silent
Philippines,2007,female,15-24 years,158,8579154,1.84,Philippines2007,,"149,359,918,060",1915,Millenials
Philippines,2007,female,25-34 years,89,6698777,1.33,Philippines2007,,"149,359,918,060",1915,Generation X
Philippines,2007,female,55-74 years,43,3600369,1.19,Philippines2007,,"149,359,918,060",1915,Silent
Philippines,2007,female,35-54 years,98,9184426,1.07,Philippines2007,,"149,359,918,060",1915,Boomers
Philippines,2007,female,75+ years,5,616190,0.81,Philippines2007,,"149,359,918,060",1915,Silent
Philippines,2007,male,5-14 years,21,10679730,0.2,Philippines2007,,"149,359,918,060",1915,Generation Z
Philippines,2007,female,5-14 years,13,10163198,0.13,Philippines2007,,"149,359,918,060",1915,Generation Z
Philippines,2008,male,75+ years,29,407854,7.11,Philippines2008,,"174,195,136,253",2188,Silent
Philippines,2008,male,25-34 years,370,7009909,5.28,Philippines2008,,"174,195,136,253",2188,Generation X
Philippines,2008,male,15-24 years,441,9009351,4.89,Philippines2008,,"174,195,136,253",2188,Millenials
Philippines,2008,male,55-74 years,144,3349085,4.3,Philippines2008,,"174,195,136,253",2188,Silent
Philippines,2008,male,35-54 years,403,9511269,4.24,Philippines2008,,"174,195,136,253",2188,Boomers
Philippines,2008,female,15-24 years,171,8697827,1.97,Philippines2008,,"174,195,136,253",2188,Millenials
Philippines,2008,female,75+ years,12,654125,1.83,Philippines2008,,"174,195,136,253",2188,Silent
Philippines,2008,female,25-34 years,81,6825356,1.19,Philippines2008,,"174,195,136,253",2188,Generation X
Philippines,2008,female,35-54 years,92,9432654,0.98,Philippines2008,,"174,195,136,253",2188,Boomers
Philippines,2008,female,55-74 years,31,3795762,0.82,Philippines2008,,"174,195,136,253",2188,Silent
Philippines,2008,male,5-14 years,24,10735591,0.22,Philippines2008,,"174,195,136,253",2188,Generation Z
Philippines,2008,female,5-14 years,22,10167105,0.22,Philippines2008,,"174,195,136,253",2188,Generation Z
Philippines,2009,male,75+ years,30,435025,6.9,Philippines2009,,"168,334,601,260",2073,Silent
Philippines,2009,male,25-34 years,383,7144648,5.36,Philippines2009,,"168,334,601,260",2073,Generation X
Philippines,2009,male,15-24 years,475,9146246,5.19,Philippines2009,,"168,334,601,260",2073,Millenials
Philippines,2009,male,55-74 years,171,3542917,4.83,Philippines2009,,"168,334,601,260",2073,Silent
Philippines,2009,male,35-54 years,468,9849908,4.75,Philippines2009,,"168,334,601,260",2073,Boomers
Philippines,2009,female,15-24 years,232,8838722,2.62,Philippines2009,,"168,334,601,260",2073,Millenials
Philippines,2009,female,25-34 years,101,6948096,1.45,Philippines2009,,"168,334,601,260",2073,Generation X
Philippines,2009,female,55-74 years,56,3992044,1.4,Philippines2009,,"168,334,601,260",2073,Silent
Philippines,2009,female,35-54 years,114,9705410,1.17,Philippines2009,,"168,334,601,260",2073,Boomers
Philippines,2009,female,75+ years,6,696919,0.86,Philippines2009,,"168,334,601,260",2073,Silent
Philippines,2009,male,5-14 years,22,10758565,0.2,Philippines2009,,"168,334,601,260",2073,Generation Z
Philippines,2009,female,5-14 years,16,10135355,0.16,Philippines2009,,"168,334,601,260",2073,Generation Z
Philippines,2010,male,75+ years,42,463487,9.06,Philippines2010,0.654,"199,590,775,189",2412,Silent
Philippines,2010,male,25-34 years,400,7256791,5.51,Philippines2010,0.654,"199,590,775,189",2412,Generation X
Philippines,2010,male,15-24 years,503,9293357,5.41,Philippines2010,0.654,"199,590,775,189",2412,Millenials
Philippines,2010,male,55-74 years,180,3743523,4.81,Philippines2010,0.654,"199,590,775,189",2412,Silent
Philippines,2010,male,35-54 years,469,10200672,4.6,Philippines2010,0.654,"199,590,775,189",2412,Generation X
Philippines,2010,female,15-24 years,218,8994318,2.42,Philippines2010,0.654,"199,590,775,189",2412,Millenials
Philippines,2010,female,25-34 years,101,7063242,1.43,Philippines2010,0.654,"199,590,775,189",2412,Generation X
Philippines,2010,female,75+ years,10,745830,1.34,Philippines2010,0.654,"199,590,775,189",2412,Silent
Philippines,2010,female,35-54 years,107,10000163,1.07,Philippines2010,0.654,"199,590,775,189",2412,Generation X
Philippines,2010,female,55-74 years,34,4190559,0.81,Philippines2010,0.654,"199,590,775,189",2412,Silent
Philippines,2010,male,5-14 years,35,10738646,0.33,Philippines2010,0.654,"199,590,775,189",2412,Generation Z
Philippines,2010,female,5-14 years,17,10070404,0.17,Philippines2010,0.654,"199,590,775,189",2412,Generation Z
Philippines,2011,male,75+ years,64,493450,12.97,Philippines2011,0.653,"224,143,083,707",2662,Silent
Philippines,2011,male,25-34 years,470,7373201,6.37,Philippines2011,0.653,"224,143,083,707",2662,Millenials
Philippines,2011,male,55-74 years,227,3884001,5.84,Philippines2011,0.653,"224,143,083,707",2662,Boomers
Philippines,2011,male,15-24 years,541,9485777,5.7,Philippines2011,0.653,"224,143,083,707",2662,Millenials
Philippines,2011,male,35-54 years,533,10412504,5.12,Philippines2011,0.653,"224,143,083,707",2662,Generation X
Philippines,2011,female,15-24 years,221,9155053,2.41,Philippines2011,0.653,"224,143,083,707",2662,Millenials
Philippines,2011,female,75+ years,14,782366,1.79,Philippines2011,0.653,"224,143,083,707",2662,Silent
Philippines,2011,female,25-34 years,120,7181904,1.67,Philippines2011,0.653,"224,143,083,707",2662,Millenials
Philippines,2011,female,35-54 years,147,10216808,1.44,Philippines2011,0.653,"224,143,083,707",2662,Generation X
Philippines,2011,female,55-74 years,39,4336188,0.9,Philippines2011,0.653,"224,143,083,707",2662,Boomers
Philippines,2011,male,5-14 years,44,10788943,0.41,Philippines2011,0.653,"224,143,083,707",2662,Generation Z
Philippines,2011,female,5-14 years,29,10091572,0.29,Philippines2011,0.653,"224,143,083,707",2662,Generation Z
